2024-02-01 21:27:12,300: root: INFO: TradeWithMe : Executing the initialize lifecycle method
2024-02-01 21:27:13,885: root: INFO: Current backtesting datetime 2020-01-02 08:30:00-05:00
2024-02-01 21:27:13,885: root: INFO: TradeWithMe : Executing the before_market_opens lifecycle method
2024-02-01 21:27:13,885: root: INFO: Current backtesting datetime 2020-01-02 09:30:00-05:00
2024-02-01 21:27:13,885: root: INFO: TradeWithMe : Executing the before_starting_trading lifecycle method
2024-02-01 21:27:13,885: root: INFO: TradeWithMe : Executing the on_trading_iteration lifecycle method at 2024-02-01 21:27:13
2024-02-01 21:27:13,902: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 21:27:13,915: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 21:27:20,924: root: INFO: TradeWithMe : Trading iteration ended at 2024-02-01 21:27:20
2024-02-01 21:27:20,924: root: INFO: TradeWithMe : Sleeping for 86400 seconds
2024-02-01 21:27:20,924: root: INFO: Current backtesting datetime 2020-01-02 16:00:00-05:00
2024-02-01 21:27:20,924: root: INFO: Current backtesting datetime 2020-01-03 09:30:00-05:00
2024-02-01 21:27:20,924: root: INFO: TradeWithMe : Executing the on_trading_iteration lifecycle method at 2024-02-01 21:27:20
2024-02-01 21:27:20,924: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 21:27:20,924: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 21:27:22,200: root: INFO: TradeWithMe : Trading iteration ended at 2024-02-01 21:27:22
2024-02-01 21:27:22,200: root: INFO: TradeWithMe : Sleeping for 86400 seconds
2024-02-01 21:27:22,200: root: INFO: Current backtesting datetime 2020-01-03 16:00:00-05:00
2024-02-01 21:27:22,200: root: INFO: Current backtesting datetime 2020-01-04 09:30:00-05:00
2024-02-01 21:27:22,204: root: INFO: TradeWithMe : The market is not currently open, skipping this trading iteration
2024-02-01 21:27:22,205: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-02-01 21:27:22,207: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-02-01 21:27:22,207: root: INFO: TradeWithMe : Executing the after_market_closes lifecycle method
2024-02-01 21:27:22,209: root: INFO: Current backtesting datetime 2020-01-06 08:30:00-05:00
2024-02-01 21:27:22,210: root: INFO: TradeWithMe : Executing the before_market_opens lifecycle method
2024-02-01 21:27:22,211: root: INFO: Current backtesting datetime 2020-01-06 09:30:00-05:00
2024-02-01 21:27:22,211: root: INFO: TradeWithMe : Executing the before_starting_trading lifecycle method
2024-02-01 21:27:22,212: root: INFO: TradeWithMe : Executing the on_trading_iteration lifecycle method at 2024-02-01 21:27:22
2024-02-01 21:27:22,212: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
